"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	NA	NA	NA	0	-105
2	NA	NA	NA	3	-102
3	NA	NA	NA	6	-99
4	NA	NA	NA	9	-96
5	NA	NA	NA	12	-93
6	NA	NA	NA	15	-90
7	NA	NA	NA	18	-87
8	NA	NA	NA	21	-84
9	NA	NA	NA	24	-81
10	NA	NA	NA	27	-78
11	NA	NA	NA	30	-75
12	NA	NA	NA	33	-72
13	NA	NA	NA	36	-69
14	NA	NA	NA	39	-66
15	NA	NA	NA	42	-63
16	NA	NA	NA	45	-60
17	NA	NA	NA	48	-57
18	NA	NA	NA	51	-54
19	NA	NA	NA	54	-51
20	NA	NA	NA	57	-48
21	NA	NA	NA	60	-45
22	NA	NA	NA	63	-42
23	NA	NA	NA	66	-39
24	NA	NA	NA	69	-36
25	NA	NA	NA	72	-33
26	NA	NA	NA	75	-30
27	NA	NA	NA	78	-27
28	NA	NA	NA	81	-24
29	NA	NA	NA	84	-21
30	NA	NA	NA	87	-18
31	NA	NA	NA	90	-15
32	NA	NA	NA	93	-12
33	NA	NA	NA	96	-9
34	NA	NA	NA	99	-6
35	NA	NA	NA	102	-3
36	NA	NA	NA	105	0
37	NA	NA	NA	108	3
38	NA	NA	NA	111	6
39	NA	NA	NA	114	9
40	NA	NA	NA	117	12
41	NA	NA	NA	120	15
