"Frame"	"Average_mean_Ch1_ratio"	"Average_mean_Ch2_ratio"	"Average_mean_Ch3_ratio"	"Time"	"Time_offset"
3	NA	NA	NA	6	-27
4	NA	NA	NA	9	-24
5	NA	NA	NA	12	-21
6	NA	NA	NA	15	-18
7	NA	NA	NA	18	-15
8	NA	NA	NA	21	-12
9	NA	NA	NA	24	-9
10	NA	NA	NA	27	-6
11	NA	NA	NA	30	-3
12	NA	NA	NA	33	0
13	NA	NA	NA	36	3
14	1.1569799861	1.39999696300177	0.725437768137478	39	6
15	0.820562028140752	1.23641766599593	0.727809538029512	42	9
16	0.937987196557856	1.53298801653165	0.730365302048295	45	12
17	1.0493497712325	1.7776708857204	0.867554239375927	48	15
18	1.10125717866787	1.85726761748174	0.727580810170937	51	18
19	1.270439583202	2.10911178423989	0.741792268531823	54	21
20	1.25782987754618	2.08217892220495	0.740870625361773	57	24
21	1.22091089435084	1.99528043600747	0.708916792297893	60	27
22	NA	NA	NA	63	30
23	NA	NA	NA	66	33
24	NA	NA	NA	69	36
25	NA	NA	NA	72	39
26	NA	NA	NA	75	42
