"Frame"	"Average_mean_Ch1_ratio"	"Average_mean_Ch2_ratio"	"Average_mean_Ch3_ratio"	"Time"	"Time_offset"
3	NA	NA	NA	6	-27
4	NA	NA	NA	9	-24
5	NA	NA	NA	12	-21
6	NA	NA	NA	15	-18
7	NA	NA	NA	18	-15
8	NA	NA	NA	21	-12
9	NA	NA	NA	24	-9
10	NA	NA	NA	27	-6
11	NA	NA	NA	30	-3
12	NA	NA	NA	33	0
13	NA	NA	NA	36	3
14	1.03123208713213	1.20117258782357	1.00622399230854	39	6
15	0.881253546706866	1.14612254754617	1.00827581460936	42	9
16	0.979290772009611	1.34199644153711	0.999014866466548	45	12
17	1.06931082006805	1.62578064694604	1.01457252709962	48	15
18	1.04185547731612	1.52256471694397	0.981521078455304	51	18
19	1.10271969003147	1.61796906028075	0.969486579767616	54	21
20	1.10588735725892	1.57879395619031	0.975723907774176	57	24
21	1.15690766968193	1.67111896989004	0.9565381908113	60	27
22	NA	NA	NA	63	30
23	NA	NA	NA	66	33
24	NA	NA	NA	69	36
25	NA	NA	NA	72	39
26	NA	NA	NA	75	42
