"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	198.5035	268.943833333333	532.838666666667	0	-75
2	198.284333333333	273.325666666667	540.087833333333	3	-72
3	197.854	292.323	520.816428571429	6	-69
4	196.871714285714	314.756571428571	525.78	9	-66
5	196.283285714286	306.608285714286	546.069428571429	12	-63
6	196.987428571429	309.763857142857	556.632857142857	15	-60
7	199.1185	304.336666666667	567.247166666667	18	-57
8	198.992857142857	333.044285714286	561.646142857143	21	-54
9	199.896857142857	339.313714285714	559.925142857143	24	-51
10	200.332571428571	344.553142857143	560.384142857143	27	-48
11	200.815571428571	359.472428571429	559.707142857143	30	-45
12	201.833142857143	373.202571428571	542.440428571429	33	-42
13	200.786714285714	359.129285714286	580.849428571429	36	-39
14	201.520428571429	371.216428571429	572.671	39	-36
15	200.844428571429	359.367857142857	589.381571428571	42	-33
16	200.201857142857	363.824857142857	603.490714285714	45	-30
17	199.966	350.074571428571	637.028428571429	48	-27
18	199.659142857143	333.130428571429	669.659285714286	51	-24
19	199.047285714286	338.777857142857	698.000428571429	54	-21
20	197.948285714286	325.035	748.802142857143	57	-18
21	199.454857142857	336.899857142857	747.718	60	-15
22	200.407857142857	333.358285714286	724.528857142857	63	-12
23	200.437857142857	341.253571428571	733.696	66	-9
24	201.135285714286	341.628142857143	730.841142857143	69	-6
25	201.921428571429	343.259571428571	717.743571428571	72	-3
26	207.616285714286	424.990714285714	556.961714285714	75	0
27	204.308833333333	473.842	740.630333333333	78	3
28	394.693666666667	658.5825	776.7055	81	6
29	395.0285	723.993666666667	731.686333333333	84	9
30	294.347	694.4265	655.9255	87	12
31	250.077333333333	623.369	573.495	90	15
32	255.37625	670.76825	618.26275	93	18
