"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	234.898710072737	301.337041626525	294.084507475189	0	-93
2	233.710387275862	310.531043642734	292.179986443965	3	-90
3	231.038610380016	306.565751659527	291.197091878599	6	-87
4	230.996910673466	305.389646335305	290.334575737535	9	-84
5	228.89348719374	299.665099911567	292.304865023455	12	-81
6	227.485157629532	307.353581173628	289.728328151871	15	-78
7	227.0665649919	290.45216211761	286.09278743576	18	-75
8	226.206842983041	308.158952383684	289.599786817528	21	-72
9	226.142801187892	293.504298865361	289.119411044933	24	-69
10	227.802863306062	296.731139007904	290.466628086626	27	-66
11	228.543506609272	305.169188695551	288.905420374039	30	-63
12	230.257188018789	315.26783569105	290.415246820086	33	-60
13	229.405813379756	319.95148400934	290.011933273221	36	-57
14	229.295526867058	302.752550867023	289.683500479619	39	-54
15	229.694872399505	320.262400490846	288.900391583898	42	-51
16	229.413163906961	310.943648813396	288.469364161547	45	-48
17	230.550569560376	312.101410602058	290.998861249384	48	-45
18	230.031738658328	327.327213346545	288.36789954079	51	-42
19	230.344790888505	320.697798918404	292.357822653907	54	-39
20	232.266564806193	319.414571657707	290.746439534707	57	-36
21	232.140167208761	325.942579969556	291.104269495492	60	-33
22	231.725412895234	318.70271527756	289.200241549619	63	-30
23	232.128737393074	327.511222492345	291.326141362324	66	-27
24	231.111264720194	326.260186672038	288.630633795875	69	-24
25	232.452507172422	329.605731624987	288.82928333711	72	-21
26	231.722047188912	328.379626696632	290.392692288873	75	-18
27	232.183848368828	333.552487841435	289.373986634186	78	-15
28	232.075349222844	324.962587139181	288.435992943297	81	-12
29	234.257229731053	332.725265377324	291.442853323147	84	-9
30	233.344638873865	346.693434493623	292.375147708132	87	-6
31	233.026049441158	349.598678206991	293.028367197058	90	-3
32	232.762022981694	369.658068406258	290.095108024106	93	0
33	232.225624323158	351.860262818056	289.989199390767	96	3
34	260.506306868597	376.136985481933	291.355205790574	99	6
35	218.410744905558	396.327680530278	289.849341507379	102	9
36	217.466363092688	407.676257243403	291.363583656569	105	12
37	220.567842947272	420.336322876483	287.478184550543	108	15
38	222.738245893094	455.328735350941	288.356977429603	111	18
39	222.04997131031	455.70530949739	291.083810955948	114	21
40	222.741735566929	462.682819007178	290.494897016926	117	24
41	222.429950813401	458.442025078197	291.706752734693	120	27
42	220.973940512248	484.045286762206	290.964789003278	123	30
43	220.096441254459	481.980772144986	288.686131423893	126	33
44	220.955438090994	528.502288560346	288.6633090066	129	36
45	218.574270295283	516.772170850049	291.838243093563	132	39
46	227.81466010722	603.792440194232	296.797143191316	135	42
47	227.801905804813	617.07986323577	297.115983495721	138	45
48	230.118047654106	663.069674051268	294.572914575107	141	48
49	223.240629132336	614.980088495575	292.049448401194	144	51
50	220.51461851157	605.699379693996	289.300576348059	147	54
51	225.35175879397	664.396984924623	290.693467336683	150	57
