"Frame"	"Average_mean_Ch1_ratio"	"Average_mean_Ch2_ratio"	"Average_mean_Ch3_ratio"	"Time"	"Time_offset"
1	NA	NA	NA	0	-27
2	NA	NA	NA	3	-24
3	NA	NA	NA	6	-21
4	NA	NA	NA	9	-18
5	NA	NA	NA	12	-15
6	NA	NA	NA	15	-12
7	NA	NA	NA	18	-9
8	NA	NA	NA	21	-6
9	NA	NA	NA	24	-3
10	NA	NA	NA	27	0
11	1.07426125902311	1.04821115415847	1.04844560944335	30	3
12	1.091900527469	1.26923735206652	1.09355900524791	33	6
13	0.913012073632215	1.19238929178824	1.03796566487155	36	9
14	1.02882598032516	1.11454894496121	1.07738845669445	39	12
15	1.1037077231223	1.22770913954699	1.01994051761686	42	15
16	1.01656085033298	1.07775794282812	1.02920356829588	45	18
17	1.07668414576008	1.1939046312223	0.998723596562968	48	21
18	1.07018175415218	1.18864492606316	1.00052061715293	51	24
19	1.07358906135779	1.25435308905614	1.01584007209584	54	27
20	1.10117282479717	1.21951038785284	1.02533352503283	57	30
21	1.07685520077955	1.16853232318296	1.00046751574705	60	33
22	1.09401507851369	1.23292758922933	1.00832886670215	63	36
23	1.08390759687883	1.18633088698437	0.993924663391401	66	39
24	1.10749980518905	1.27832645737673	1.00502449558622	69	42
25	1.08852765895078	1.28888798053082	0.99851074815816	72	45
26	1.03759000938703	1.18789607867674	0.980111786940922	75	48
27	1.08882277645457	1.36738013447953	0.997355494498565	78	51
28	1.14529231597128	1.1730012287073	1.01046137875738	81	54
29	1.11771601045814	0.892924897753212	0.995318816729214	84	57
30	1.17781801158442	0.841647688553991	1.03542942643324	87	60
31	1.18611650144823	0.991842378524471	1.02289535198368	90	63
32	1.19746983095655	1.30529436842798	1.00214296178935	93	66
