"Frame"	"Average_mean_Ch1_ratio"	"Average_mean_Ch2_ratio"	"Average_mean_Ch3_ratio"	"Time"	"Time_offset"
1	NA	NA	NA	0	-78
2	NA	NA	NA	3	-75
3	NA	NA	NA	6	-72
4	NA	NA	NA	9	-69
5	NA	NA	NA	12	-66
6	NA	NA	NA	15	-63
7	NA	NA	NA	18	-60
8	NA	NA	NA	21	-57
9	NA	NA	NA	24	-54
10	NA	NA	NA	27	-51
11	NA	NA	NA	30	-48
12	NA	NA	NA	33	-45
13	NA	NA	NA	36	-42
14	NA	NA	NA	39	-39
15	NA	NA	NA	42	-36
16	NA	NA	NA	45	-33
17	NA	NA	NA	48	-30
18	NA	NA	NA	51	-27
19	NA	NA	NA	54	-24
20	NA	NA	NA	57	-21
21	NA	NA	NA	60	-18
22	NA	NA	NA	63	-15
23	NA	NA	NA	66	-12
24	NA	NA	NA	69	-9
25	NA	NA	NA	72	-6
26	NA	NA	NA	75	-3
27	NA	NA	NA	78	0
28	NA	NA	NA	81	3
29	1.1759672318114	1.28258689400402	0.567876484397208	84	6
30	0.57963588383646	1.20438661324251	0.504249213909923	87	9
31	0.702755418820162	1.16318105354401	0.545444862512908	90	12
32	0.928967813540511	1.2299569783825	0.613144110959338	93	15
33	1.05881159689622	1.39261148642868	0.714233922493908	96	18
34	1.1933749777385	1.56494604875579	0.795581075211664	99	21
35	1.22041950774893	1.57172019799731	0.801993852005797	102	24
36	1.28858076136111	1.63764270199557	0.824128946770847	105	27
37	1.39606722297786	1.65053948038625	0.956418906215721	108	30
38	1.32762969661881	1.62751534494377	0.986454060782388	111	33
39	NA	NA	NA	114	36
