"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	NA	NA	NA	0	-78
2	NA	NA	NA	3	-75
3	NA	NA	NA	6	-72
4	NA	NA	NA	9	-69
5	NA	NA	NA	12	-66
6	NA	NA	NA	15	-63
7	NA	NA	NA	18	-60
8	NA	NA	NA	21	-57
9	NA	NA	NA	24	-54
10	NA	NA	NA	27	-51
11	NA	NA	NA	30	-48
12	NA	NA	NA	33	-45
13	NA	NA	NA	36	-42
14	NA	NA	NA	39	-39
15	NA	NA	NA	42	-36
16	NA	NA	NA	45	-33
17	NA	NA	NA	48	-30
18	NA	NA	NA	51	-27
19	NA	NA	NA	54	-24
20	NA	NA	NA	57	-21
21	NA	NA	NA	60	-18
22	NA	NA	NA	63	-15
23	NA	NA	NA	66	-12
24	NA	NA	NA	69	-9
25	NA	NA	NA	72	-6
26	NA	NA	NA	75	-3
27	NA	NA	NA	78	0
28	NA	NA	NA	81	3
29	264.448227211385	745.801783012309	317.264793685846	84	6
30	223.925985663082	784.21523297491	313.623835125448	87	9
31	220.579487179487	783.014033882784	315.432669413919	90	12
32	230.932308201058	779.959937169312	321.234689153439	93	15
33	235.124338624339	856.732563732564	326.457912457912	96	18
34	241.046008403361	999.451260504202	333.954201680672	99	21
35	242.147837837838	1049.99063063063	346.057657657658	102	24
36	247.931034482759	1088.09195402299	318.091954022988	105	27
37	244.507246376812	1113.85507246377	333.347826086957	108	30
38	256	1035.67164179104	343.149253731343	111	33
39	NA	NA	NA	114	36
