"Frame"	"Average_mean_Ch1_ratio"	"Average_mean_Ch2_ratio"	"Average_mean_Ch3_ratio"	"Time"	"Time_offset"
1	1.00898880928935	1.41945894254299	0.626636900020317	0	-27
2	1.03338886323926	1.37111052767571	0.640934992136288	3	-24
3	1.02086585613912	1.28601173953562	0.699354472803031	6	-21
4	1.03100829640603	1.11947540694097	0.707751792494706	9	-18
5	1.00852645202378	0.831495839441284	0.737907192472742	12	-15
6	1.02878626861623	1.05026239516892	0.705693998310701	15	-12
7	1.01182244409215	0.814696502771818	0.801433165010495	18	-9
8	1.04572173292882	1.0069341104102	0.74028017428653	21	-6
9	0.993947864304747	1.01043538266147	0.754947329109464	24	-3
10	1.03346270504276	1.13923609767424	0.747833541880893	27	0
11	1.08281755480025	1.06169258106453	0.675762616506948	30	3
12	0.725976331764903	0.981396253828624	0.617592755441563	33	6
13	0.520975741391203	0.991326109923677	0.681805518480203	36	9
14	0.691593950385865	1.01493817925304	0.67840375716907	39	12
15	0.792015491171929	1.09559283557002	0.695529255965602	42	15
16	0.917163966301479	1.09281936518399	0.840173938716727	45	18
17	0.946716517171993	1.06919062704527	0.854283784948917	48	21
18	1.01065845001245	1.08857023919381	0.95564913011112	51	24
19	1.01966034434938	1.2278506525344	0.882297263607719	54	27
20	1.10138424414881	1.14864142114632	0.991747807928774	57	30
21	1.02177501553402	1.29242698391349	0.846053065145832	60	33
22	1.03596653490539	1.29013185709073	0.829620245010146	63	36
23	1.01476620549899	1.30733203037615	0.843446352297232	66	39
24	1.01201608138636	1.38684901510956	0.801677160925743	69	42
25	0.974958670781098	1.33141604035931	0.784864931256573	72	45
26	NA	NA	NA	75	48
27	NA	NA	NA	78	51
28	NA	NA	NA	81	54
29	NA	NA	NA	84	57
30	NA	NA	NA	87	60
31	NA	NA	NA	90	63
32	NA	NA	NA	93	66
