"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	249.698839200938	475.711583870815	218.604861140757	0	-27
2	248.432035821705	474.416834844007	218.187909738912	3	-24
3	247.002535309377	481.312971062348	220.008755520914	6	-21
4	247.563231271374	495.667038963766	218.837453398225	9	-18
5	249.420429054815	503.482918304042	219.860027791243	12	-15
6	250.172228578648	510.746690695802	217.493255489027	15	-12
7	248.461734412081	519.070087430099	217.579554254419	18	-9
8	249.010231309429	487.978593150593	217.213797184364	21	-6
9	249.980267973346	545.795901547616	216.866869648027	24	-3
10	250.93249991411	511.709214411145	222.323231590539	27	0
11	256.119566587966	534.286867988035	221.739889360754	30	3
12	317.133884832118	616.212997581788	224.550561386381	33	6
13	242.970760740015	654.500263222508	219.927367544768	36	9
14	262.506949179069	700.347512530056	219.471217825289	39	12
15	259.344657790954	656.411833274213	221.237531904565	42	15
16	248.645166321775	657.966927671925	218.353424525622	45	18
17	248.829642185175	672.9056963706	217.116495123729	48	21
18	246.274807409714	666.927996839624	216.979166744242	51	24
19	250.628286163865	678.975148699362	216.526093422499	54	27
20	247.930503156595	687.068394235391	216.044595856556	57	30
21	248.879664321685	698.935922106329	218.16746080318	60	33
22	244.758294801751	688.933011258814	217.762421637625	63	36
23	245.723933067468	720.135810210249	218.148102052883	66	39
24	242.088897742642	714.270568740081	218.286587985504	69	42
25	242.126211858449	757.16389584102	216.472462549888	72	45
26	243.261695078717	771.727713654782	219.03541533928	75	48
27	240.038108618317	755.478485958464	217.03092887281	78	51
28	235.068548475535	746.244665994361	216.424411620166	81	54
29	234.15816475071	768.473851172835	217.995399015599	84	57
30	228.975269170631	731.557830723746	216.635000160467	87	60
31	225.275637341689	729.337418440453	217.302855052501	90	63
32	218.584882229671	680.331432245094	217.313094221545	93	66
