"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	236.253	455.2655	261.281	0	-27
2	240.772666666667	439.424666666667	258.605	3	-24
3	238.035	423.252	270.340666666667	6	-21
4	242.2055	394.8305	265.5875	9	-18
5	238.896	310.0275	266.8245	12	-15
6	244.923	392.855	258.643	15	-12
7	239.98	325.245	281.392	18	-9
8	246.333	350.9595	278.2955	21	-6
9	238.041	414.3885	265.1045	24	-3
10	251.854	382.707	251.512	27	0
11	264.4225	447.179	257.3835	30	3
12	435.492666666667	538.25	262.359666666667	33	6
13	336.7515	632.5625	284.238	36	9
14	339.3485	672.0225	282.5775	39	12
15	327.9425	666.6925	296.3675	42	15
16	329.447	661.2625	339.859	45	18
17	317.242	631.515	336.879	48	21
18	318.21	632.452	362.016	51	24
19	314.065	704.065	333.177	54	27
20	332.869	656.262	374.721	57	30
21	303.747	727.557	321.684	60	33
22	299.784	713.193	309.08	63	36
23	289.723	748.027	308.103	66	39
24	284.5915	782.641	296.1735	69	42
25	271.173333333333	809.633333333333	277.514	72	45
26	NA	NA	NA	75	48
27	NA	NA	NA	78	51
28	NA	NA	NA	81	54
29	NA	NA	NA	84	57
30	NA	NA	NA	87	60
31	NA	NA	NA	90	63
32	NA	NA	NA	93	66
