"Frame"	"Average_mean_Ch1_ratio"	"Average_mean_Ch2_ratio"	"Average_mean_Ch3_ratio"	"Time"	"Time_offset"
1	NA	NA	NA	0	-75
2	NA	NA	NA	3	-72
3	NA	NA	NA	6	-69
4	NA	NA	NA	9	-66
5	NA	NA	NA	12	-63
6	NA	NA	NA	15	-60
7	NA	NA	NA	18	-57
8	NA	NA	NA	21	-54
9	NA	NA	NA	24	-51
10	NA	NA	NA	27	-48
11	NA	NA	NA	30	-45
12	NA	NA	NA	33	-42
13	NA	NA	NA	36	-39
14	NA	NA	NA	39	-36
15	NA	NA	NA	42	-33
16	NA	NA	NA	45	-30
17	NA	NA	NA	48	-27
18	NA	NA	NA	51	-24
19	NA	NA	NA	54	-21
20	NA	NA	NA	57	-18
21	NA	NA	NA	60	-15
22	NA	NA	NA	63	-12
23	NA	NA	NA	66	-9
24	NA	NA	NA	69	-6
25	NA	NA	NA	72	-3
26	NA	NA	NA	75	0
27	1.05072304754322	0.4732273627074	0.593663235505252	78	3
28	1.82851004280957	0.738003211442758	0.544350464880189	81	6
29	1.07676956641525	1.03213195695542	0.576364462185299	84	9
30	0.933600478346985	1.20946277251804	0.652838622678947	87	12
31	1.08371077213449	1.5836214184536	0.823270473151466	90	15
32	1.12153342372284	1.69681257274774	0.849009583708545	93	18
