"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
24	207.211524822723	434.720721224206	263.135260959689	69	-12
25	207.049191166344	440.230177572009	264.026610661227	72	-9
26	208.205006042051	446.678245226412	264.163227030025	75	-6
27	208.220075741678	460.128780705075	265.352629719549	78	-3
28	207.066554271736	474.49835687089	268.668502969831	81	0
29	205.401279003264	478.202590591413	274.175539017154	84	3
30	237.657862157614	537.468577075917	276.654466204019	87	6
31	216.710128333205	613.658988223315	274.015440328902	90	9
32	213.637843799425	592.260348744868	274.67415516067	93	12
33	213.079983290073	575.904418392009	271.88246860053	96	15
