"Frame"	"Average_mean_Ch1_ratio"	"Average_mean_Ch2_ratio"	"Average_mean_Ch3_ratio"	"Time"	"Time_offset"
24	NA	NA	NA	69	-12
25	NA	NA	NA	72	-9
26	NA	NA	NA	75	-6
27	NA	NA	NA	78	-3
28	0.99502667571212	1.16394014504728	0.939598426073138	81	0
29	1.06202824823707	1.22454598385562	0.708957009328905	84	3
30	0.711353553929808	1.1339230700258	0.707457067576672	87	6
31	0.697719023758689	0.983772169392955	0.821176755807678	90	9
32	0.877998866877043	1.06182279430084	0.832671181894599	93	12
33	0.941271646838802	1.16777184714371	0.842875651175113	96	15
