"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	NA	NA	NA	0	-78
2	NA	NA	NA	3	-75
3	NA	NA	NA	6	-72
4	NA	NA	NA	9	-69
5	NA	NA	NA	12	-66
6	NA	NA	NA	15	-63
7	NA	NA	NA	18	-60
8	NA	NA	NA	21	-57
9	NA	NA	NA	24	-54
10	NA	NA	NA	27	-51
11	NA	NA	NA	30	-48
12	NA	NA	NA	33	-45
13	NA	NA	NA	36	-42
14	NA	NA	NA	39	-39
15	NA	NA	NA	42	-36
16	NA	NA	NA	45	-33
17	NA	NA	NA	48	-30
18	NA	NA	NA	51	-27
19	NA	NA	NA	54	-24
20	NA	NA	NA	57	-21
21	NA	NA	NA	60	-18
22	NA	NA	NA	63	-15
23	NA	NA	NA	66	-12
24	NA	NA	NA	69	-9
25	NA	NA	NA	72	-6
26	NA	NA	NA	75	-3
27	NA	NA	NA	78	0
28	NA	NA	NA	81	3
29	293.176666666667	756.474666666667	423.856666666667	84	6
30	275.149	808.523	391.320333333333	87	9
31	247.763333333333	791.725	406.262333333333	90	12
32	260.028	783.918	418.277	93	15
33	269.679666666667	881.756333333333	445.564	96	18
34	295.956	1013.6865	482.962	99	21
35	300.3095	1101.217	491.081	102	24
36	312.546	1189.422	503.432	105	27
37	325.519	1184.616	548.684	108	30
38	298.432	1108.613	526.218	111	33
39	NA	NA	NA	114	36
