"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	218.669620404157	772.561624392208	266.306516730824	0	-78
2	220.715993865769	812.475372163281	266.265152047039	3	-75
3	221.442566165621	832.732906304703	266.412704961085	6	-72
4	222.263747757146	844.662242139989	267.112165878535	9	-69
5	222.534960477829	851.054761013725	266.885780369211	12	-66
6	222.600980106599	843.811840888421	267.941757293555	15	-63
7	224.026680937364	854.086233513735	268.050733830354	18	-60
8	221.478384745104	815.00012284296	268.15367651219	21	-57
9	216.574111326318	792.115156785656	269.045779760525	24	-54
10	221.126800577941	817.652448744027	269.432701041801	27	-51
11	223.377500270707	863.038946482098	269.3546464444	30	-48
12	226.216668230292	867.960761781271	267.934910054337	33	-45
13	226.436329167629	851.08204435446	269.78219347815	36	-42
14	227.293065344542	856.332405142896	268.307126338306	39	-39
15	227.646973998392	863.234858103142	268.724171047686	42	-36
16	228.586797397987	863.325592455204	269.125193255433	45	-33
17	232.804663936183	876.732803608664	269.435887025421	48	-30
18	230.814402397698	867.910134106685	270.189426770856	51	-27
19	228.604682660134	840.488873069544	270.612240782046	54	-24
20	229.669470979721	877.169595174912	270.624846474722	57	-21
21	230.876523134251	856.524694686277	269.238749501179	60	-18
22	223.983230661825	820.567442747916	269.933510563491	63	-15
23	226.48796072005	835.832959336845	270.624943808342	66	-12
24	227.896115712042	833.844094796112	270.989769142849	69	-9
25	230.576817255298	824.928292714058	271.572957281988	72	-6
26	232.39318113053	886.488636866251	271.736050862797	75	-3
27	228.509180694401	849.160702127092	270.76607923434	78	0
28	224.90290894287	775.603681499615	270.741707972624	81	3
29	217.55166509904	651.006137935052	267.523565402691	84	6
30	177.815115615288	671.802747201955	266.584104415035	87	9
31	191.289556401225	713.460092982986	267.380603462793	90	12
32	195.03793381035	711.408416739495	271.124235045083	93	15
33	194.496959154798	704.799191355175	273.310637260051	96	18
34	196.933979298906	737.285892190681	274.4975818426	99	21
35	200.748372728975	790.20632294534	281.513061651868	102	24
36	199.791864209306	841.704074312465	277.384135922725	105	27
37	193.839528289616	808.763549006313	275.316096316669	108	30
38	191.094875055898	717.662403426416	278.813748148034	111	33
39	190.514930048389	731.852155886895	279.043321976036	114	36
