"Frame"	"Average_mean_Ch1_ratio"	"Average_mean_Ch2_ratio"	"Average_mean_Ch3_ratio"	"Time"	"Time_offset"
1	NA	NA	NA	0	-93
2	NA	NA	NA	3	-90
3	NA	NA	NA	6	-87
4	NA	NA	NA	9	-84
5	NA	NA	NA	12	-81
6	NA	NA	NA	15	-78
7	NA	NA	NA	18	-75
8	NA	NA	NA	21	-72
9	NA	NA	NA	24	-69
10	NA	NA	NA	27	-66
11	NA	NA	NA	30	-63
12	NA	NA	NA	33	-60
13	NA	NA	NA	36	-57
14	NA	NA	NA	39	-54
15	NA	NA	NA	42	-51
16	NA	NA	NA	45	-48
17	NA	NA	NA	48	-45
18	NA	NA	NA	51	-42
19	NA	NA	NA	54	-39
20	NA	NA	NA	57	-36
21	NA	NA	NA	60	-33
22	NA	NA	NA	63	-30
23	NA	NA	NA	66	-27
24	NA	NA	NA	69	-24
25	NA	NA	NA	72	-21
26	NA	NA	NA	75	-18
27	NA	NA	NA	78	-15
28	NA	NA	NA	81	-12
29	NA	NA	NA	84	-9
30	NA	NA	NA	87	-6
31	NA	NA	NA	90	-3
32	NA	NA	NA	93	0
33	1.0817422326706	1.19288078588627	0.550547701794362	96	3
34	0.370587695335138	1.00502750230393	0.547672168471621	99	6
35	0.417683616425047	1.03643159231148	0.539126204269016	102	9
36	0.658151051330774	1.12363070068126	0.547815664604096	105	12
37	0.809718060218773	0.760050756972444	0.574773912473812	108	15
38	0.935511997890481	0.728917142183918	0.679228760941412	111	18
39	1.00085324232082	0.883056365308725	0.687286928225652	114	21
40	0.989896555249534	0.878256279690751	0.675179757456782	117	24
41	0.950941932901353	0.824359101831138	0.644222846883755	120	27
42	1.03249104478191	0.920711885082262	0.70581581466482	123	30
43	1.02184091489078	0.847293758878348	0.723025691113335	126	33
44	1.05472716071321	0.822676448770988	0.749338085889528	129	36
45	1.04572589546833	0.701264477606143	0.723194436460689	132	39
46	0.952011713357128	0.687819161304822	0.640741398905902	135	42
47	1.0218070416665	0.791000840304149	0.724928629958641	138	45
48	NA	NA	NA	141	48
49	NA	NA	NA	144	51
50	NA	NA	NA	147	54
51	NA	NA	NA	150	57
