"Frame"	"Average_mean_Ch1_ratio"	"Average_mean_Ch2_ratio"	"Average_mean_Ch3_ratio"	"Time"	"Time_offset"
1	NA	NA	NA	0	-18
2	NA	NA	NA	3	-15
3	NA	NA	NA	6	-12
4	NA	NA	NA	9	-9
5	NA	NA	NA	12	-6
6	NA	NA	NA	15	-3
7	NA	NA	NA	18	0
8	NA	NA	NA	21	3
9	NA	NA	NA	24	6
10	0.939086291891227	0.873656640696193	0.991907679408808	27	9
11	0.947187499038592	0.880059291666155	1.03597772900593	30	12
12	0.936592125991589	0.847377927427298	1.04349159029233	33	15
13	0.954332252077101	0.84480862251232	1.05047300533887	36	18
14	0.995636561028086	1.01777314761139	1.03271211057277	39	21
15	1.06413909059171	1.11607962506731	1.05658869532528	42	24
16	1.12919270307131	1.10750248581285	1.17367224168515	45	27
17	1.03394342809714	1.01689014209445	1.05101192932115	48	30
18	1.05964683941364	1.07206557400038	1.04403397940314	51	33
19	1.18372981718567	1.24993404318175	1.13067018594327	54	36
20	1.11188288653183	1.15904720378733	1.11871238456369	57	39
21	1.17916705616155	1.29008089084237	1.14663109466682	60	42
22	1.18915370700861	1.25612755074314	1.22225090676191	63	45
23	1.13383458631165	1.1260329436422	1.13291710735842	66	48
24	1.0988860806629	1.16279424653716	1.09761592286342	69	51
25	1.00883595156665	1.02559633955434	0.998791216897925	72	54
26	0.897273511861253	0.734136895140475	0.936878765835918	75	57
27	0.86455540358576	0.661514962427095	0.922298295058162	78	60
28	1.12254382640582	1.24740990030994	1.25717006617296	81	63
29	1.19637361476338	1.40423199507189	1.40367728206883	84	66
30	1.28996384187228	1.44521647050247	1.66588029510038	87	69
