"Frame"	"Average_mean_Ch1_ratio"	"Average_mean_Ch2_ratio"	"Average_mean_Ch3_ratio"	"Time"	"Time_offset"
1	NA	NA	NA	0	-36
2	NA	NA	NA	3	-33
3	NA	NA	NA	6	-30
4	NA	NA	NA	9	-27
5	NA	NA	NA	12	-24
6	NA	NA	NA	15	-21
7	NA	NA	NA	18	-18
8	1.2272680468044	1.28866081077209	0.976984713223603	21	-15
9	1.241980789704	1.27713734103516	0.9911088668688	24	-12
10	1.2188903072382	1.24408375633016	1.00100330081625	27	-9
11	1.09937337171703	1.07050980188867	1.04023827593279	30	-6
12	1.01463369120605	0.932214723416102	1.25097629299582	33	-3
13	0.966552983579899	0.903614109937338	1.33247935741349	36	0
14	0.991008282344824	0.958917630017746	1.14343719370383	39	3
15	0.988517790116529	0.98564995890405	1.05168657907483	42	6
16	0.958940827765987	1.00858367276082	1.10696750547501	45	9
17	0.873598414211955	0.966547177341703	1.05611248212618	48	12
18	0.825443278162984	0.826260884083764	1.01527119042444	51	15
19	0.814967188939846	0.815905911336154	1.05233223383182	54	18
20	0.827075557057582	0.804091670274329	1.064758733352	57	21
21	0.871451888316295	0.866923290394659	1.08784019509257	60	24
22	0.802659846774885	0.756694186502607	1.03316351730364	63	27
23	0.773635173363958	0.681804299367503	1.03827861486347	66	30
24	0.753970937388931	0.678517832576881	1.03217377021647	69	33
25	0.885783078380626	0.828066760015358	1.05600725378413	72	36
26	NA	NA	NA	75	39
27	NA	NA	NA	78	42
28	NA	NA	NA	81	45
