"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
3	323.469142857143	427.101142857143	394.75	6	-27
4	329.501714285714	439.819428571429	398.508142857143	9	-24
5	325.988142857143	431.387	408.551714285714	12	-21
6	312.354142857143	413.517142857143	426.687285714286	15	-18
7	310.330428571429	411.452428571429	426.409714285714	18	-15
8	319.146714285714	430.350571428571	414.210285714286	21	-12
9	324.657714285714	440.417285714286	424.670714285714	24	-9
10	319.832285714286	439.555142857143	446.153	27	-6
11	313.268571428571	428.077142857143	443.119857142857	30	-3
12	338.054	472.280285714286	360.848285714286	33	0
13	367.490142857143	548.174142857143	420.980571428571	36	3
14	461.664857142857	658.545	447.032142857143	39	6
15	697.128285714286	826.530571428571	447.774428571429	42	9
16	673.777142857143	795.818571428571	435.321428571429	45	12
17	617.782571428571	773.068857142857	404.055428571429	48	15
18	587.214333333333	762.795833333333	396.685833333333	51	18
19	555.185	749.622666666667	379.307	54	21
20	539.2645	741.4675	374.026166666667	57	24
21	534.247833333333	756.072666666667	371.015333333333	60	27
22	524.326166666667	750.960166666667	364.200833333333	63	30
23	544.789	799.1025	385.2165	66	33
24	522.09	790.1155	368.568	69	36
25	518.1625	798.28325	372.287	72	39
26	523.064333333333	851.441333333333	372.685333333333	75	42
