"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	352.06854648153	671.709258658499	301.335506359885	0	-36
2	342.500782504034	646.380361641848	300.178307356193	3	-33
3	356.732131320286	710.269747563179	301.569825058607	6	-30
4	352.570132037043	701.090549295296	299.456205419549	9	-27
5	364.066534368422	765.369295944259	299.839621142323	12	-24
6	365.854256409745	769.697854820634	298.152525120135	15	-21
7	375.180020398573	799.883540958015	296.524531859411	18	-18
8	360.053660723721	734.095420681886	298.427211381231	21	-15
9	361.787968326008	785.715563305828	297.444167766378	24	-12
10	360.541612056575	796.668160988212	298.549607960646	27	-9
11	359.962420787976	792.413557250831	296.575631898069	30	-6
12	359.316867909883	808.143331106606	304.635635523774	33	-3
13	367.289383513703	838.396119060161	296.958188310796	36	0
14	374.283539550533	818.052650611915	301.494799629394	39	3
15	378.7285379061	828.809823203104	298.177447762243	42	6
16	419.403368639565	942.795462600571	296.367675305958	45	9
17	438.643158854594	996.267007563752	293.406974064025	48	12
18	451.968121935009	1108.12233690302	291.473753028337	51	15
19	442.075658943947	1083.51219966878	291.364971447819	54	18
20	430.5284352996	1067.338117184	291.819025595055	57	21
21	441.334678535134	1167.30317727263	291.043633450528	60	24
22	459.12903131807	1298.21360040089	290.012658708374	63	27
23	473.259419240489	1384.28341878892	294.397245940093	66	30
24	479.340903812825	1454.13984424858	295.218498762388	69	33
25	481.002067506657	1501.51679892403	299.006759420285	72	36
26	477.797941804453	1532.2095298044	297.130962036889	75	39
27	477.87763754843	1524.94263982221	304.225795676745	78	42
28	459.66171861592	1435.66925262405	307.095750773689	81	45
