"Frame"	"Average_mean_Ch1_ratio"	"Average_mean_Ch2_ratio"	"Average_mean_Ch3_ratio"	"Time"	"Time_offset"
1	NA	NA	NA	0	-18
2	NA	NA	NA	3	-15
3	NA	NA	NA	6	-12
4	NA	NA	NA	9	-9
5	NA	NA	NA	12	-6
6	NA	NA	NA	15	-3
7	NA	NA	NA	18	0
8	NA	NA	NA	21	3
9	NA	NA	NA	24	6
10	0.895214880156495	0.99210867531714	0.554775263832075	27	9
11	0.743656116730209	0.863121568546413	0.536285449045536	30	12
12	0.721191823088072	0.803078156025901	0.530987558700722	33	15
13	0.719736454614688	0.7924378530172	0.550181754095484	36	18
14	0.785343863395971	0.963285463378894	0.61085608953244	39	21
15	0.873708393080154	1.05092430738978	0.675015189025561	42	24
16	0.894445675099611	1.01874476329944	0.801031649138742	45	27
17	0.876509042630121	0.988676361809326	0.697524695850002	48	30
18	0.915420837431038	1.0487370901066	0.730213020340392	51	33
19	1.04733829040611	1.18041520038192	0.928623820084044	54	36
20	0.970818722406127	1.09646290086837	0.775798391039975	57	39
21	1.05155173620714	1.16212641668375	0.915579472916869	60	42
22	1.0615890402826	1.15741231680537	0.883271537230022	63	45
23	0.957526908332921	0.95166814838033	0.805001510237867	66	48
24	0.922462493254702	0.909390090983797	0.782862560100684	69	51
25	0.866603380061318	0.893781033712412	0.651869253415133	72	54
26	0.75778526732938	0.652523629910494	0.497928845299403	75	57
27	0.732682720057363	0.604633162709179	0.466045643667936	78	60
28	0.922379119342139	0.985234615962616	0.866125069965866	81	63
29	0.994596790530606	1.08597711621012	1.09947944389071	84	66
30	1.00947473688631	1.08701194788344	1.14237982132728	87	69
