"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	344.576024360831	415.846536817779	452.140210407576	0	-18
2	340.922182911217	412.802844019228	453.513663671738	3	-15
3	343.426809994714	423.535014367505	452.402628798701	6	-12
4	336.162655264092	414.315868725135	463.32899577001	9	-9
5	336.573992258783	420.111480478064	463.795719863502	12	-6
6	341.381785404487	430.783858308269	453.705367974945	15	-3
7	342.464727261542	438.650231508786	455.570322474156	18	0
8	348.450808897218	455.287705291702	457.152257321347	21	3
9	377.104851586231	509.578327866604	468.360656294105	24	6
10	400.890442195565	531.168853987695	465.423118412441	27	9
11	384.532953160006	531.823006253605	444.333891562623	30	12
12	366.050922072203	505.598011601917	434.406399391115	33	15
13	355.199288755994	491.655824984805	430.568226610005	36	18
14	346.127879942692	482.924121433512	427.879486231925	39	21
15	330.070482435457	461.448587726962	423.989485402375	42	24
16	337.128797116274	497.26294015544	426.451535874465	45	27
17	331.933307569088	500.166815902367	420.822023729795	48	30
18	336.159818757385	527.187841138228	426.572467543876	51	33
19	325.923102978137	508.746564523472	425.754463832684	54	36
20	326.51073934366	540.519837427537	428.914610125413	57	39
21	302.491857258055	471.177092141455	426.676325699835	60	42
22	308.049424194771	502.267428328311	427.696317318873	63	45
23	300.691373943297	511.801652577288	434.503585924863	66	48
24	288.52691398274	460.636013793552	430.809525163894	69	51
25	276.390071154929	418.940056050557	432.740302279737	72	54
26	277.40287293635	419.923384917211	435.088311171512	75	57
27	281.47571612189	446.232067232677	442.929923759375	78	60
28	272.129191513556	421.059168514194	439.372570273207	81	63
29	261.550081262451	392.856104295551	437.313100730488	84	66
30	266.780794504182	428.979853643967	452.714426523297	87	69
