"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	297.8648	536.9936	539.6686	0	-36
2	289.274	516.1084	565.912	3	-33
3	302.352833333333	573.891166666667	578.779666666667	6	-30
4	290.721333333333	541.685	620.410833333333	9	-27
5	307.204428571429	621.936714285714	604.403571428571	12	-24
6	305.827285714286	617.175	617.763428571429	15	-21
7	312.627571428571	639.303571428571	593.257571428571	18	-18
8	289.7955	550.631833333333	657.824	21	-15
9	300.399571428571	625.472142857143	670.955285714286	24	-12
10	295.345142857143	619.785714285714	654.156571428571	27	-9
11	296.369285714286	620.081571428571	687.837428571429	30	-6
12	300.607857142857	645.775428571429	712.446	33	-3
13	308.205	678.314428571429	624.804285714286	36	0
14	300.656833333333	601.447166666667	577.1695	39	3
15	362.783	754.349166666667	767.734166666667	42	6
16	561.265857142857	992.883428571429	777.924285714286	45	9
17	601.0645	979.354833333333	772.1885	48	12
18	547.081333333333	1004.04516666667	659.528666666667	51	15
19	505.9623	954.526	596.1465	54	18
20	498.925666666667	954.2065	607.717333333333	57	21
21	523.915857142857	1031.07742857143	668.489	60	24
22	533.267857142857	1113.993	665.909571428571	63	27
23	533.628857142857	1163.56385714286	658.937428571429	66	30
24	541.746142857143	1240.26328571429	660.794428571429	69	33
25	551.7155	1306.0305	671.621714285714	72	36
26	557.002071428571	1385.81271428571	667.078571428571	75	39
27	558.777	1403.48471428571	692.032	78	42
28	552.024	1422.17771428571	687.533142857143	81	45
