"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	NA	NA	NA	0	-18
2	NA	NA	NA	3	-15
3	NA	NA	NA	6	-12
4	NA	NA	NA	9	-9
5	NA	NA	NA	12	-6
6	NA	NA	NA	15	-3
7	NA	NA	NA	18	0
8	NA	NA	NA	21	3
9	NA	NA	NA	24	6
10	376.470718816068	464.059196617336	461.656765327696	27	9
11	364.22480620155	468.035778175313	460.320015901411	30	12
12	342.840411324786	428.432595182595	453.2994245338	33	15
13	338.978137174692	415.355080255571	452.300299010441	36	18
14	344.617572062084	491.507203128849	441.876327297364	39	21
15	351.240903010033	515.013366778149	447.982497212932	42	24
16	380.683377698906	550.719942324756	500.514330079858	45	27
17	343.200261927604	508.614704493886	442.288967061081	48	30
18	356.210689484127	565.179935515873	445.356150793651	51	33
19	385.804895104895	635.89965034965	481.387878787879	54	36
20	363.04170334507	626.488006161972	479.832086267606	57	39
21	356.688432835821	607.856562774364	489.240342405619	60	42
22	366.318114723079	630.911954564097	522.752211661723	63	45
23	340.93427958248	576.305521412545	492.256545702858	66	48
24	317.058209672254	535.624906586954	472.86339454112	69	51
25	278.832240437158	429.663387978142	432.217213114754	72	54
26	248.90625	308.28125	407.625	75	57
27	243.351351351351	295.189189189189	408.513513513513	78	60
28	305.47694391835	525.233375420875	552.36604324495	81	63
29	312.911616161616	551.661111111111	613.846464646465	84	66
30	344.137578616352	619.96875	754.16804245283	87	69
