"Frame"	"Average_mean_Ch1_ratio"	"Average_mean_Ch2_ratio"	"Average_mean_Ch3_ratio"	"Time"	"Time_offset"
1	NA	NA	NA	0	-36
2	NA	NA	NA	3	-33
3	NA	NA	NA	6	-30
4	NA	NA	NA	9	-27
5	NA	NA	NA	12	-24
6	NA	NA	NA	15	-21
7	NA	NA	NA	18	-18
8	1.49127574444738	1.67487955503239	0.533510483047137	21	-15
9	1.44016683493461	1.54053303732837	0.653571123645242	24	-12
10	1.41713859232975	1.49009726864124	0.771982868816611	27	-9
11	1.26398275639064	1.28674522315152	0.839867546221124	30	-6
12	1.11330090697183	1.05076853342206	1.06183907271569	33	-3
13	1.1324681083478	1.07776959456153	0.960358329351134	36	0
14	1.23779824284719	1.31563426324784	0.795406288793847	39	3
15	1.02123032225876	1.06087521362234	0.609901647814293	42	6
16	0.752730180579053	0.971256264582348	0.584279869322575	45	9
17	0.621381315981895	0.90028043972486	0.569699950206459	48	12
18	0.695139784212463	0.880113793021595	0.690327082067699	51	15
19	0.751484185020636	0.917607622352176	0.860301396832266	54	18
20	0.726070082584112	0.877530178216141	0.916420298472096	57	21
21	0.780638712159613	1.00165481082987	0.926538307536349	60	24
22	0.70637109466564	0.883510937680937	0.767854508487889	63	27
23	0.731216077948237	0.835802000921553	0.969962607910022	66	30
24	0.699867465599992	0.815976342811083	0.784254493671146	69	33
25	0.810250935491209	0.9583474505381	0.882202715304023	72	36
26	NA	NA	NA	75	39
27	NA	NA	NA	78	42
28	NA	NA	NA	81	45
