"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	214.705401844532	670.273320158103	306.017588932806	0	-75
2	214.462663398693	690.399509803922	300.024673202614	3	-72
3	215.740116801438	718.551187020527	303.677120049762	6	-69
4	218.056344537815	764.07568977591	295.464509803922	9	-66
5	216.901411735263	728.015707687757	295.203033164213	12	-63
6	219.195393130262	747.521526572842	297.877946736499	15	-60
7	218.232554073833	758.235201455521	300.266275004066	18	-57
8	217.553006028006	728.140672953173	298.72812042812	21	-54
9	218.251658163265	682.887244897959	303.103316326531	24	-51
10	219.856058493664	701.151276450723	307.607774111596	27	-48
11	219.950418160096	722.92796976323	307.518702614158	30	-45
12	219.368570781367	721.851759445384	302.881236008954	33	-42
13	216.360924211486	640.631775790371	304.278271716206	36	-39
14	215.130693432227	547.259789757947	318.70688233215	39	-36
15	213.952831993877	509.254187208753	314.515257423291	42	-33
16	214.438015493279	543.77350193666	315.561471861472	45	-30
17	211.258567119155	518.850296631473	320.990834590246	48	-27
18	211.962396575203	518.870901805512	309.920061031932	51	-24
19	207.622201492537	434.691231343284	346.694496268657	54	-21
20	211.005555555556	433.230158730159	349.440476190476	57	-18
21	204.377726750861	305.247129735936	401.370120551091	60	-15
22	201.880597014925	349.149253731343	366.298507462687	63	-12
23	206.229508196721	340.426229508197	415.704918032787	66	-9
24	202.01724137931	353.310344827586	471.862068965517	69	-6
25	200.945454545455	300.4	587.327272727273	72	-3
26	210.253521126761	327.795774647887	311.478873239437	75	0
27	215.298346560847	408.929431216931	305.51626984127	78	3
28	255.702684817546	573.94018583043	297.12410303505	81	6
29	197.338857440981	672.218299856528	313.673956893179	84	9
30	200.100352956736	626.590107292235	322.954004033791	87	12
31	199.235294117647	655.764705882353	315.274509803922	90	15
32	NA	NA	NA	93	18
