"Frame"	"Average_mean_Ch1_ratio"	"Average_mean_Ch2_ratio"	"Average_mean_Ch3_ratio"	"Time"	"Time_offset"
1	NA	NA	NA	0	-60
2	NA	NA	NA	3	-57
3	NA	NA	NA	6	-54
4	NA	NA	NA	9	-51
5	NA	NA	NA	12	-48
6	NA	NA	NA	15	-45
7	NA	NA	NA	18	-42
8	NA	NA	NA	21	-39
9	NA	NA	NA	24	-36
10	NA	NA	NA	27	-33
11	NA	NA	NA	30	-30
12	NA	NA	NA	33	-27
13	NA	NA	NA	36	-24
14	NA	NA	NA	39	-21
15	NA	NA	NA	42	-18
16	NA	NA	NA	45	-15
17	NA	NA	NA	48	-12
18	NA	NA	NA	51	-9
19	NA	NA	NA	54	-6
20	NA	NA	NA	57	-3
21	NA	NA	NA	60	0
22	NA	NA	NA	63	3
23	NA	NA	NA	66	6
24	NA	NA	NA	69	9
25	NA	NA	NA	72	12
26	NA	NA	NA	75	15
27	NA	NA	NA	78	18
28	NA	NA	NA	81	21
29	NA	NA	NA	84	24
30	NA	NA	NA	87	27
