"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	229.038157894737	724.607894736842	322.047368421053	0	-78
2	225	557.105263157895	316.684210526316	3	-75
3	223.208333333333	604.441666666667	306.941666666667	6	-72
4	222.128787878788	604.133333333333	297.906060606061	9	-69
5	210.919736842105	509.889473684211	302.877631578947	12	-66
6	214.642156862745	460.43137254902	311.835784313725	15	-63
7	203.880952380952	436.797619047619	309.160714285714	18	-60
8	201.309462915601	368.441176470588	305.498721227621	21	-57
9	191.421052631579	321.315789473684	304.473684210526	24	-54
10	196.4	328.866666666667	303.933333333333	27	-51
11	200.823529411765	415.470588235294	305.058823529412	30	-48
12	206.208333333333	453.458333333333	303.583333333333	33	-45
13	215.104166666667	456.729166666667	314.145833333333	36	-42
14	222.400641025641	501.288461538462	312.054487179487	39	-39
15	222.541025641026	580.384615384615	316.95641025641	42	-36
16	219.298474945534	588.007625272331	310.800653594771	45	-33
17	219.1375	549.779166666667	316.379166666667	48	-30
18	220.758620689655	483.397270114943	317.197557471264	51	-27
19	226.181558177268	622.163517861563	320.36429887523	54	-24
20	221.670833333333	558.166666666667	330.454166666667	57	-21
21	217.675151515152	537.659393939394	319.223636363636	60	-18
22	216.947435897436	579.861538461538	325.112820512821	63	-15
23	222.27380952381	691.326406926407	307.565151515152	66	-12
24	224.312418300654	681.268137254902	311.204901960784	69	-9
25	230.581305114638	727.085329485329	318.564438031105	72	-6
26	237.66450457218	891.398312218001	311.205370084124	75	-3
27	233.187556437556	811.783056658057	311.712318087318	78	0
28	226.926978818283	854.399108138239	305.656633221851	81	3
29	328.784349246945	827.038256606991	305.568343279341	84	6
30	187.854978354978	680.475108225108	322.362554112554	87	9
31	211.34188034188	723.064102564103	323.188034188034	90	12
32	232.417586206897	852.867988505747	304.773045977012	93	15
33	243.634135472371	905.570855614973	306.516488413547	96	18
34	246.90479876161	1219.35216718266	305.669504643963	99	21
35	255.346153846154	1135.18181818182	302.36013986014	102	24
36	259.048598688134	1123.31454979129	303.837209302326	105	27
37	256.081986531987	989.890404040404	305.55404040404	108	30
38	243.778060301316	886.244981239167	301.333633316191	111	33
39	232.054810360777	1058.07793709528	305.244449583719	114	36
