"Frame"	"Average_mean_Ch1_ratio"	"Average_mean_Ch2_ratio"	"Average_mean_Ch3_ratio"	"Time"	"Time_offset"
1	0.973394492367833	0.907712051030285	1.04165227187168	0	-93
2	0.972738331990527	0.940578452383304	1.01427450169552	3	-90
3	0.982043613210402	0.972321616790916	1.09022219968644	6	-87
4	0.979859159854177	0.956385230567888	1.08385413564643	9	-84
5	0.973484772573372	0.858976922842758	1.04578892029272	12	-81
6	0.987443125131603	0.820665256265875	1.05384904532788	15	-78
7	1.00856956597179	0.944046311786902	1.0619228896163	18	-75
8	1.01972122008356	1.02301384865614	1.0669005148693	21	-72
9	1.01698634701645	1.01050979043759	1.05651045014133	24	-69
10	1.01274312966882	1.12471841321997	1.0490600226987	27	-66
11	0.998096093355062	1.10406570652507	1.00666040620878	30	-63
12	0.999092433400785	1.05892672172699	1.0333202804315	33	-60
13	1.01381277879113	1.04876911970163	1.08702576979187	36	-57
14	1.0083237230015	1.1513706382622	1.04288288911486	39	-54
15	1.01134487754997	1.00036255225978	1.04471104089903	42	-51
16	0.99422505296246	1.04876894088075	1.02463121959563	45	-48
17	1.00488560272794	0.939584689812911	1.05518591761689	48	-45
18	0.989229117469029	0.828375457264566	1.0077094575976	51	-42
19	0.974081561021113	0.913022378541204	1.03524888765202	54	-39
20	0.97588124025714	0.844435488963992	0.992750047527964	57	-36
21	0.966943644415884	0.962705920647449	0.979999400725984	60	-33
22	0.973809787545396	0.961985394780824	1.01623227366626	63	-30
23	0.970152710243534	0.883066890802377	1.02941158693179	66	-27
24	0.970642661262741	1.00578563875665	1.00899596956557	69	-24
25	0.972174392734667	0.949535516090286	1.00247464781113	72	-21
26	0.975086919506584	0.978879923402506	1.01323192810098	75	-18
27	0.99444406035903	1.06974920334305	1.04620919836182	78	-15
28	1.01198452881963	0.872161731926888	1.06723583344241	81	-12
29	0.976919487869339	0.850393138278278	1.09988531237954	84	-9
30	0.981300181005711	0.869268266724161	1.0065564088496	87	-6
31	0.988072287699348	0.92046797564092	1.01141277959009	90	-3
32	0.945507012616523	0.815322728648706	1.12958643884739	93	0
33	0.989475687125918	0.795097712908116	1.03491641745223	96	3
34	0.785082755437649	0.849433918092017	0.992157075649663	99	6
35	0.906435028535546	0.862701757350253	0.980488512250819	102	9
36	1.01058124604839	0.828389636985288	0.984391214964094	105	12
37	0.936747053856214	0.647482340945162	0.997100015128646	108	15
38	0.966352679499369	0.752271572297558	0.991998787540486	111	18
39	1.03975341156871	1.03719234155697	0.977883524573171	114	21
40	1.04766913092835	1.19093187280114	0.973395004236956	117	24
41	1.06442111148507	1.31186876966283	0.982249264473167	120	27
42	1.05168302448666	1.2644840199951	0.978862509669719	123	30
43	1.06514199379133	1.40974855716612	0.998146124910723	126	33
44	1.04215235777271	1.25667165597905	0.964658582415029	129	36
45	1.05904857382367	1.38239761287747	0.972087498489209	132	39
46	1.03408621679187	1.21233713983654	0.971505307967657	135	42
47	1.04330411910735	1.27361402542992	0.990304495422355	138	45
48	0.97892303293595	1.13293416229469	0.948346331366171	141	48
49	1.00625215270828	1.21003178552635	0.958990776411211	144	51
50	0.959839953865173	1.05895308400558	0.975147461411599	147	54
51	0.954032621904179	0.920406271236359	0.980136205087802	150	57
