"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	229.0745	684.461	385.0445	0	-78
2	219.9	531.133	387.8	3	-75
3	218.6875	588.7535	339.908	6	-72
4	221.6855	582.151	339.8725	9	-69
5	207.466	484.526	331.2865	12	-66
6	208.5765	445.332	356.8345	15	-63
7	207.5495	399.022	376.893	18	-60
8	194.546	363.091	358.3805	21	-57
9	193.897	303.552	354.379	24	-54
10	199	335.769	311.231	27	-51
11	206.833	400.722	324.111	30	-48
12	207.184	429.132	364.974	33	-45
13	209.9035	433.713	369.9815	36	-42
14	216.941	480.9345	351.817	39	-39
15	219.661	568.547	373.2175	42	-36
16	216.642	577.2295	366.3795	45	-33
17	221.0925	550.648	388.4205	48	-30
18	216.7975	476.456	412.32	51	-27
19	224.698333333333	592.057	385.539	54	-24
20	219.263	523.4395	421.4055	57	-21
21	216.722	528.5625	411.976	60	-18
22	217.449	565.6825	407.493	63	-15
23	220.638666666667	704.277	368.571	66	-12
24	224.818	660.951666666667	393.493333333333	69	-9
25	227.420333333333	750.870666666667	396.716333333333	72	-6
26	233.72025	884.21475	391.7285	75	-3
27	230.75525	763.026	360.099	78	0
28	224.362	826.747	357.696	81	3
29	366.869	811.867	349.301	84	6
30	220.3775	733.473	392.5945	87	9
31	238.547	727.7445	395.0955	90	12
32	272.417333333333	872.135	384.366	93	15
33	314.9125	1103.706	444.819	96	18
34	318.537	1281.303	437.634	99	21
35	315.0905	1150.0075	405.498	102	24
36	310.6645	1165.7015	413.4105	105	27
37	295.71	1084.609	395.263	108	30
38	283.789333333333	957.923666666667	387.988666666667	111	33
39	290.123	1208.127	410.4775	114	36
