"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	195.622895622896	689.742760942761	270.809764309764	0	-60
2	199.410185185185	599.365740740741	279.665740740741	3	-57
3	204.319677871148	706.135574229692	284.904341736695	6	-54
4	206.357892601795	744.052082100863	280.67919702066	9	-51
5	204.938393715734	620.544284590311	278.147365528955	12	-48
6	203.559523809524	617.396825396825	281.332010582011	15	-45
7	205.691596194503	646.353329809725	287.21432346723	18	-42
8	201.404496418216	626.677157065496	282.435153451731	21	-39
9	185.518696581197	535.366185897436	275.45219017094	24	-36
10	190.40873015873	581.488095238095	281.880952380952	27	-33
11	181.213138825324	547.937261632342	286.798169336384	30	-30
12	204.48096082779	592.329172209904	316.337124907613	33	-27
13	204.356365060713	638.297027462245	310.759285372329	36	-24
14	206.391653491772	609.841438018496	291.263185519516	39	-21
15	203.251347610723	589.008377039627	302.56190510878	42	-18
16	201.080277491113	538.678179107901	308.408404999427	45	-15
17	195.431673052363	619.727695675972	297.958721036307	48	-12
18	208.147473232929	781.230457110085	313.108767705039	51	-9
19	207.469472302977	758.049888024927	298.055108891702	54	-6
20	202.994313435103	730.844307739045	297.191971405787	57	-3
21	203.915254237288	713.762711864407	265.64406779661	60	0
22	207.994050469432	758.896958483885	306.002594575769	63	3
23	231.5139738738	883.822421496544	306.504939161427	66	6
24	190.02605767726	946.498035358707	307.965971410864	69	9
25	199.075391723691	919.990930853846	298.726419316	72	12
26	225.787509003447	901.106118485363	306.752270154859	75	15
27	221.322640164825	752.864719011802	317.007229913119	78	18
28	191.752577319588	685.360824742268	273.309278350515	81	21
29	193.27535703553	729.639054829371	288.863344428743	84	24
30	196.320850611229	843.657728363691	284.43279592568	87	27
