"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	174.9652	350.405	429.9996	0	-60
2	189.608	428.302	478.077333333333	3	-57
3	190.3468	428.1656	511.0662	6	-54
4	190.73	416.186	534.198	9	-51
5	193.438666666667	457.386833333333	517.906	12	-48
6	191.856833333333	436.640666666667	588.880333333333	15	-45
7	193.0855	448.816	579.5535	18	-42
8	193.465833333333	460.461666666667	598.115833333333	21	-39
9	180.432833333333	418.3415	557.114833333333	24	-36
10	181.3495	429.699	549.209	27	-33
11	179.5985	459.320333333333	551.861333333333	30	-30
12	197.9265	558.0425	636.265166666667	33	-27
13	200.787428571429	595.594142857143	613.173428571429	36	-24
14	199.845857142857	571.801142857143	639.162285714286	39	-21
15	198.456	560.398142857143	669.476142857143	42	-18
16	194.891571428571	553.067857142857	650.771857142857	45	-15
17	188.758857142857	533.289857142857	605.185285714286	48	-12
18	199.792428571429	575.586	689.181	51	-9
19	200.802285714286	600.822571428571	704.940142857143	54	-6
20	201.727857142857	597.413857142857	699.919428571429	57	-3
21	205.185857142857	606.929571428571	589.859714285714	60	0
22	209.644571428571	611.706857142857	542.518285714286	63	3
23	438.027	734.344571428571	552.317857142857	66	6
24	467.682666666667	814.800666666667	610.616833333333	69	9
25	379.681	803.113166666667	617.349833333333	72	12
26	310.944	783.268	615.319666666667	75	15
27	286.674	781.652333333333	604.778833333333	78	18
28	279.906333333333	773.7885	592.120666666667	81	21
29	268.972333333333	848.111333333333	545.548833333333	84	24
30	249.381333333333	905.884333333333	412.688666666667	87	27
