"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	204.951	545.162	489.258666666667	0	-75
2	210.6625	579.311	416.0065	3	-72
3	212.168666666667	675.377333333333	429.071	6	-69
4	212.7315	735.41425	416.83325	9	-66
5	212.7556	689.6838	425.1522	12	-63
6	215.34375	713.272	437.08225	15	-60
7	212.178	698.2376	444.1352	18	-57
8	215.1662	681.1808	406.519	21	-54
9	214.26475	649.383	421.30325	24	-51
10	214.724333333333	638.307333333333	452.778666666667	27	-48
11	216.234	676.321666666667	461.811333333333	30	-45
12	214.74375	676.09825	422.839	33	-42
13	212.75	549.1205	420.5025	36	-39
14	209.956666666667	460.818	478.512333333333	39	-36
15	210.829	450.280666666667	463.318	42	-33
16	210.633666666667	508.518333333333	455.349666666667	45	-30
17	206.990333333333	441.305	451.976	48	-27
18	206.142666666667	448.675	426.368333333333	51	-24
19	202.4905	341.9655	521.11	54	-21
20	203.598	343.5855	531.3755	57	-18
21	201.728	259.423	593.149	60	-15
22	198.921	278.469	629.822	63	-12
23	199.802	283.219	667.124	66	-9
24	196.349	276.026	733.379	69	-6
25	192.706	246.184	808.791	72	-3
26	205.9285	297.456	411.347	75	0
27	212.578666666667	359.398	435.388	78	3
28	310.257333333333	585.574333333333	418.284666666667	81	6
29	205.8945	669.71225	464.7385	84	9
30	215.480666666667	647.620333333333	485.463666666667	87	12
31	229.451	689.092	507.759	90	15
32	NA	NA	NA	93	18
