"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	221.374714285714	231.108571428571	669.732	0	-93
2	219.095571428571	238.643714285714	668.470571428571	3	-90
3	216.544	235.773285714286	668.643142857143	6	-87
4	217.282428571429	228.568857142857	637.466142857143	9	-84
5	214.409	227.037142857143	654.042285714286	12	-81
6	215.004714285714	227.001714285714	628.843285714286	15	-78
7	215.119857142857	225.445428571429	596.957428571429	18	-75
8	215.243571428571	239.150571428571	590.372	21	-72
9	214.801714285714	229.658285714286	596.280428571429	24	-69
10	215.774333333333	221.570333333333	600.834	27	-66
11	215.3815	225.379666666667	618.992166666667	30	-63
12	216.758	232.502166666667	602.859	33	-60
13	216.619	241.775166666667	599.3365	36	-57
14	215.516166666667	233.677166666667	635.584833333333	39	-54
15	216.9895	241.961166666667	603.582833333333	42	-51
16	216.643833333333	238.4635	615.658166666667	45	-48
17	216.6908	231.7474	657.2272	48	-45
18	218.504333333333	258.388333333333	590.654833333333	51	-42
19	218.298	245.727333333333	606.749166666667	54	-39
20	219.5775	249.811833333333	608.510666666667	57	-36
21	219.5035	245.296	615.6985	60	-33
22	217.980166666667	239.196166666667	635.226166666667	63	-30
23	217.7	241.703666666667	640.674666666667	66	-27
24	216.8135	245.7345	648.369166666667	69	-24
25	218.345333333333	246.878166666667	644.826166666667	72	-21
26	218.096333333333	243.655	642.563666666667	75	-18
27	219.315	254.5235	610.713833333333	78	-15
28	219.815166666667	252.103166666667	607.3405	81	-12
29	219.3284	237.1204	622.3312	84	-9
30	218.6982	247.5756	644.1392	87	-6
31	217.1194	241.0758	662.891	90	-3
32	223.210333333333	254.4765	521.0955	93	0
33	221.679428571429	295.120857142857	588.263285714286	96	3
34	675.432571428571	369.709285714286	615.910428571429	99	6
35	572.849857142857	383.250571428571	617.372142857143	102	9
36	364.551571428571	378.582571428571	580.274571428571	105	12
37	308.774142857143	376.528142857143	542.978714285714	108	15
38	284.425	401.0545	513.321166666667	111	18
39	272.49	402.443166666667	497.533833333333	114	21
40	268.984166666667	402.5875	497.6845	117	24
41	266.473333333333	402.3	505.103166666667	120	27
42	257.671	424.094666666667	472.527666666667	123	30
43	252.095666666667	434.929833333333	453.392833333333	126	33
44	255.4874	469.9466	465.7704	129	36
45	250.8892	480.541	455.7866	132	39
46	263.175333333333	513.194	521.464666666667	135	42
47	256.729	569.238333333333	480.827333333333	138	45
48	260.502	596.638	476.219	141	48
49	242.497666666667	629.322666666667	402.055333333333	144	51
50	233.144666666667	669.776333333333	354.623666666667	147	54
51	226.784	702.195	318.712	150	57
