"Frame"	"Average_mean_Ch1_ratio"	"Average_mean_Ch2_ratio"	"Average_mean_Ch3_ratio"	"Time"	"Time_offset"
1	0.985502495338114	1.02288287508654	0.744678468402286	0	-93
2	1.01201155529648	1.10235775866713	0.656098815334108	3	-90
3	1.00541229496084	1.12190968765596	0.766089264214252	6	-87
4	1.01077969401685	1.10006820910069	0.786696944278422	9	-84
5	1.01245983144364	0.917085624756176	0.833977423041236	12	-81
6	1.0120878855591	0.921229459983101	0.793388980478064	15	-78
7	0.999993691224626	0.971971360823462	0.937565181723894	18	-75
8	1.03624813749208	1.13915157456092	0.886138739642124	21	-72
9	1.02384192198519	1.11954157978811	0.847672184284656	24	-69
10	1.02973013472409	1.24971303318284	0.844086164675546	27	-66
11	1.02187668547825	1.30960349868888	0.78248109224861	30	-63
12	1.02987086981795	1.31738449749214	0.776152052138228	33	-60
13	1.03691581378673	1.27910296825356	0.882481432940148	36	-57
14	1.03746857350995	1.31507713990028	0.742870149250992	39	-54
15	1.04211033252761	1.23691026177066	0.782506930145186	42	-51
16	1.03009317135729	1.15557866647656	0.818104418875301	45	-48
17	1.03427095197396	1.147220349973	0.753759126219974	48	-45
18	1.02144312927432	1.00341604690614	0.704070679745559	51	-42
19	1.00981227496358	1.05747156061868	0.707557626092056	54	-39
20	1.02202525304278	0.9853076081931	0.669863360379331	57	-36
21	1.00527873131864	1.24555883504011	0.636571308846781	60	-33
22	1.01588026739436	1.12950388697701	0.671397877448898	63	-30
23	1.021278517838	1.11830050847387	0.677412977153251	66	-27
24	1.01950293685587	1.25721154335268	0.654677569234605	69	-24
25	1.01802839843917	1.1484298260478	0.648082803711698	72	-21
26	1.01935115828021	1.16409677617943	0.651665386205569	75	-18
27	1.00945975727454	1.15506950569725	0.773225212135635	78	-15
28	1.0264282643524	0.946190018768771	0.769756010014152	81	-12
29	1.01669460042566	1.03645517916918	0.741212503352984	84	-9
30	1.04232453673601	1.09715981704174	0.64900257584075	87	-6
31	1.04859238741448	1.19310814275012	0.641569277603709	90	-3
32	0.996987893332298	1.04060296333846	0.843436567769248	93	0
33	1.05617528357121	0.898782064748937	0.683890489915878	96	3
34	0.344768685803045	0.87989494963546	0.59877213129089	99	6
35	0.36882482794669	0.886627510386715	0.565733332870542	102	9
36	0.664955301248775	0.813646805867601	0.678359899574635	105	12
37	0.703450526405724	0.677292445477104	0.650522738197314	108	15
38	0.798926782104245	0.851932218688482	0.7317835779874	111	18
39	0.932021358581966	1.15198315787032	0.773116267134932	114	21
40	0.929570513753907	1.30450274784985	0.754893411388138	117	24
41	0.995065797703335	1.37619935371613	0.845312459269872	120	27
42	0.998826022330802	1.45312249466314	0.813395758837401	123	30
43	1.04534521947356	1.43001687245337	0.929765468282288	126	33
44	0.994690931920713	1.31458552950484	0.839578899818451	129	36
45	1.04866610439987	1.42644436166737	0.91845394313918	132	39
46	0.989804008987671	1.39317490071981	0.785092502272446	135	42
47	1.00679705058642	1.39910816500411	0.85125152341589	138	45
48	0.95046103292873	1.2972120448245	0.796910665051163	141	48
49	1.02588203597835	1.23711259936609	0.940263612139623	144	51
50	0.995103183431174	0.932099969691375	1.03822596912596	147	54
51	1.04396474178073	0.851227935260149	1.2375938151058	150	57
