"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	187.115187308174	537.608029166124	273.544058019321	0	-60
2	202.245250965944	657.065580071357	276.23911238987	3	-57
3	206.502967738006	690.476379745798	278.485564505033	6	-54
4	208.57180203703	671.403145882497	278.455121922315	9	-51
5	208.649102027148	696.303710119774	273.338074698234	12	-48
6	208.689625260447	701.53031982365	278.735242423287	15	-45
7	208.887755857271	710.284255495329	278.796084099705	18	-42
8	210.870259637552	729.585286649361	276.472336312918	21	-39
9	194.155498557433	627.702172964318	276.494038071503	24	-36
10	195.131763418825	645.129471671955	274.573249814288	27	-33
11	191.316947330396	673.973447812137	272.342764913267	30	-30
12	213.540540380036	834.019273378265	273.558272755186	33	-27
13	215.337482031262	851.65067276542	272.490319324246	36	-24
14	214.755173020725	822.610658663951	273.117139645005	39	-21
15	213.325429902855	832.09407243746	275.260124827411	42	-18
16	209.35143464438	819.212828215991	271.976753192435	45	-15
17	200.56377997154	763.292721293128	271.705119661735	48	-12
18	214.412874828817	836.783879270329	270.458151892423	51	-9
19	216.853187743994	861.067085628454	271.814809599272	54	-6
20	216.531333914816	846.314772253197	272.256128241082	57	-3
21	213.164652814695	860.67481581908	271.855006517478	60	0
22	211.743873034188	842.10016346263	277.682680328454	63	3
23	226.049100546064	850.753076079596	280.816785168989	66	6
24	184.905878303642	870.000823312997	283.408813342111	69	9
25	193.127511867986	818.404552119993	280.765907881407	72	12
26	208.458428285813	722.58026039521	281.651045753346	75	15
27	209.538490777699	783.723746845389	282.80421293038	78	18
28	204.104367931604	779.978049756318	281.226348332309	81	21
29	206.857044789414	886.054717635407	276.86229659908	84	24
30	206.534088402682	884.728786357693	277.592689879932	87	27
